Sci,Year,TowID,Lat,Long,Wt,AreaSwept_ha
Sebastes_jordani,2019,2019_1_45082458,45.12638889,-124.98305556,0,1
Sebastes_jordani,2019,2019_1_45122454,45.19972222,-124.89972222,0,1
Sebastes_jordani,2019,2019_10_46482439,46.79027778,-124.64527778,0,1
Sebastes_jordani,2019,2019_10_47542540,47.89888889,-125.65916667,0,1
Sebastes_jordani,2019,2019_100_39272359,39.43916667,-123.97083333,0,1
Sebastes_jordani,2019,2019_100_41062420,41.10472222,-124.34,0,1
Sebastes_jordani,2019,2019_101_39342357,39.57027778,-123.94166667,0.137366960388,1
Sebastes_jordani,2019,2019_101_41062428,41.10222222,-124.46611111,0,1
Sebastes_jordani,2019,2019_102_39212357,39.33472222,-123.94805556,0.89755884265,1
Sebastes_jordani,2019,2019_102_40522426,40.85916667,-124.42527778,0,1
Sebastes_jordani,2019,2019_103_39052358,39.07277778,-123.95527778,0,1
Sebastes_jordani,2019,2019_103_40232433,40.39138889,-124.53583333,0,1
Sebastes_jordani,2019,2019_104_38392349,38.65,-123.80861111,0,1
Sebastes_jordani,2019,2019_104_40062417,40.10472222,-124.28194444,0,1
Sebastes_jordani,2019,2019_105_38432343,38.71388889,-123.715,21.696226617701,1
Sebastes_jordani,2019,2019_105_39572418,39.93638889,-124.28027778,0,1
Sebastes_jordani,2019,2019_106_38372343,38.6225,-123.7225,0,1
Sebastes_jordani,2019,2019_106_39522412,39.88055556,-124.20555556,0,1
Sebastes_jordani,2019,2019_107_38292336,38.47222222,-123.58138889,0,1
Sebastes_jordani,2019,2019_107_39482400,39.8175,-123.99833333,0,1
Sebastes_jordani,2019,2019_108_38192336,38.30694444,-123.59694444,0,1
Sebastes_jordani,2019,2019_108_39452412,39.55722222,-124.10083333,0,1
Sebastes_jordani,2019,2019_109_38162324,38.28,-123.41666667,0,1
Sebastes_jordani,2019,2019_109_39282359,39.47861111,-123.96583333,13.253015830237,1
Sebastes_jordani,2019,2019_11_46522428,46.87027778,-124.45944444,0,1
Sebastes_jordani,2019,2019_11_47562547,47.95277778,-125.77111111,0,1
Sebastes_jordani,2019,2019_110_38222313,38.37888889,-123.21444444,0,1
Sebastes_jordani,2019,2019_110_39172359,39.27833333,-123.97666667,0,1
Sebastes_jordani,2019,2019_111_38182317,38.30972222,-123.28027778,0.161255584815,1
Sebastes_jordani,2019,2019_111_39132353,39.2125,-123.90138889,0,1
Sebastes_jordani,2019,2019_112_38182319,38.31,-123.30972222,69.002440293925,1
Sebastes_jordani,2019,2019_112_39092356,39.14888889,-123.91722222,0,1
Sebastes_jordani,2019,2019_113_38142324,38.24388889,-123.40027778,0,1
Sebastes_jordani,2019,2019_113_39072359,39.11722222,-123.98166667,0,1
Sebastes_jordani,2019,2019_114_37342248,37.56055556,-122.80694444,0,1
Sebastes_jordani,2019,2019_115_37322252,37.54472222,-122.85333333,0,1
Sebastes_jordani,2019,2019_115_38362335,38.61527778,-123.59277778,2.943232868989,1
Sebastes_jordani,2019,2019_116_37142254,37.23777778,-122.90194444,0,1
Sebastes_jordani,2019,2019_116_38332339,38.54,-123.63972222,4.867412341597,1
Sebastes_jordani,2019,2019_117_37022236,37.02777778,-122.58888889,54.040935570746,1
Sebastes_jordani,2019,2019_117_38312335,38.51805556,-123.58666667,0.123864629853,1
Sebastes_jordani,2019,2019_118_37032227,37.05083333,-122.44111111,0,1
Sebastes_jordani,2019,2019_118_38272334,38.45083333,-123.55583333,0,1
Sebastes_jordani,2019,2019_119_37012227,37.01666667,-122.43583333,0.030504236733,1
Sebastes_jordani,2019,2019_119_38152332,38.25055556,-123.53027778,0,1
Sebastes_jordani,2019,2019_12_46562430,46.92305556,-124.5075,0,1
Sebastes_jordani,2019,2019_12_47582538,47.97722222,-125.61638889,0,1
Sebastes_jordani,2019,2019_120_37012219,37.00777778,-122.31888889,0,1
Sebastes_jordani,2019,2019_120_38162319,38.2675,-123.31361111,0.066472854915,1
Sebastes_jordani,2019,2019_121_36532204,36.86611111,-122.06888889,0,1
Sebastes_jordani,2019,2019_121_38122313,38.20777778,-123.21972222,0,1
Sebastes_jordani,2019,2019_122_36532214,36.89138889,-122.23472222,0,1
Sebastes_jordani,2019,2019_122_38102317,38.17472222,-123.2775,0,1
Sebastes_jordani,2019,2019_123_36412216,36.69277778,-122.25472222,0,1
Sebastes_jordani,2019,2019_123_38022319,38.05138889,-123.32,0.112875117263,1
Sebastes_jordani,2019,2019_124_36132205,36.22166667,-122.07361111,0,1
Sebastes_jordani,2019,2019_124_37102243,37.17611111,-122.70583333,0.098221483711,1
Sebastes_jordani,2019,2019_125_36102150,36.16583333,-121.82416667,0,1
Sebastes_jordani,2019,2019_125_37182245,37.28305556,-122.71694444,0,1
Sebastes_jordani,2019,2019_126_35472201,35.76944444,-122.00611111,0,1
Sebastes_jordani,2019,2019_126_37202252,37.34055556,-122.86194444,205.362470607512,1
Sebastes_jordani,2019,2019_127_35432155,35.69333333,-121.90722222,0,1
Sebastes_jordani,2019,2019_127_37522306,37.86333333,-123.09861111,0,1
Sebastes_jordani,2019,2019_128_35382144,35.64861111,-121.74027778,0,1
Sebastes_jordani,2019,2019_128_37542258,37.91027778,-122.97083333,0,1
Sebastes_jordani,2019,2019_129_35292115,35.47833333,-121.25583333,0,1
Sebastes_jordani,2019,2019_129_37132228,37.22277778,-122.4775,0,1
Sebastes_jordani,2019,2019_13_47322531,47.54444444,-125.50972222,0,1
Sebastes_jordani,2019,2019_130_35272108,35.45333333,-121.12888889,1.509911212211,1
Sebastes_jordani,2019,2019_130_37052226,37.09111111,-122.44694444,0,1
Sebastes_jordani,2019,2019_131_35292106,35.47833333,-121.10388889,0,1
Sebastes_jordani,2019,2019_131_36592231,37.00472222,-122.50611111,1.099195537417,1
Sebastes_jordani,2019,2019_132_35152102,35.23388889,-121.015,0.027134395698,1
Sebastes_jordani,2019,2019_132_37022247,37.04388889,-122.79305556,0,1
Sebastes_jordani,2019,2019_133_35132115,35.21333333,-121.23861111,0,1
Sebastes_jordani,2019,2019_133_37022249,37.04972222,-122.83055556,0,1
Sebastes_jordani,2019,2019_134_35152120,35.25472222,-121.32611111,0,1
Sebastes_jordani,2019,2019_134_36402154,36.67722222,-121.91111111,0,1
Sebastes_jordani,2019,2019_135_35112122,35.19555556,-121.36,0,1
Sebastes_jordani,2019,2019_135_36172221,36.28888889,-122.34805556,0,1
Sebastes_jordani,2019,2019_136_35122137,35.20611111,-121.61222222,0,1
Sebastes_jordani,2019,2019_136_36092207,36.15833333,-122.11083333,0,1
Sebastes_jordani,2019,2019_137_35012110,35.02305556,-121.16638889,0,1
Sebastes_jordani,2019,2019_137_36112201,36.17805556,-122.00638889,0,1
Sebastes_jordani,2019,2019_138_35012104,35.01638889,-121.07277778,0,1
Sebastes_jordani,2019,2019_138_35452201,35.74722222,-122.01277778,0,1
Sebastes_jordani,2019,2019_139_34592103,34.9875,-121.03666667,0,1
Sebastes_jordani,2019,2019_139_35422150,35.71083333,-121.84305556,0,1
Sebastes_jordani,2019,2019_14_47342531,47.57611111,-125.5125,0,1
Sebastes_jordani,2019,2019_14_48142533,48.22722222,-125.55638889,0,1
Sebastes_jordani,2019,2019_140_34552116,34.92277778,-121.25444444,0,1
Sebastes_jordani,2019,2019_140_35302137,35.50416667,-121.61416667,0,1
Sebastes_jordani,2019,2019_141_34532112,34.89083333,-121.20222222,0,1
Sebastes_jordani,2019,2019_141_35142142,35.24055556,-121.70055556,0,1
